name	size	S_Pop	Pi_Pop	W_Pop	D_Pop	GC
Oryza_glaberrima_pi.6.19500001.19600000.fasta	89062	812	136.493	181.282	-0.902588	0.400246
Oryza_glaberrima_pi.6.19600001.19700000.fasta	77018	748	131.798	166.994	-0.769689	0.396584
Oryza_glaberrima_pi.6.19700001.19800000.fasta	71967	666	111.722	148.687	-0.907427	0.398704
Oryza_glaberrima_pi.6.19800001.19900000.fasta	82684	880	182.4	196.463	-0.261579	0.408716
Oryza_glaberrima_pi.6.19900001.20000000.fasta	91231	1060	208.827	236.649	-0.429886	0.432806
Oryza_glaberrima_pi.6.20000001.20100000.fasta	70372	428	42.7086	95.5527	-2.01321	0.435296
Oryza_glaberrima_pi.6.2000001.2100000.fasta	67782	208	40.858	46.4368	-0.433942	0.443064
Oryza_glaberrima_pi.6.200001.300000.fasta	85419	534	114.765	119.218	-0.136148	0.407282
Oryza_glaberrima_pi.6.20100001.20200000.fasta	90743	767	177.174	171.236	0.126665	0.414899
Oryza_glaberrima_pi.6.20200001.20300000.fasta	56708	595	91.3191	132.836	-1.14013	0.41782
Oryza_glaberrima_pi.6.20300001.20400000.fasta	77278	980	224.151	218.789	0.0895867	0.412136
Oryza_glaberrima_pi.6.20400001.20500000.fasta	91607	655	112.947	146.231	-0.830714	0.414495
Oryza_glaberrima_pi.6.20500001.20600000.fasta	79566	1487	327.799	331.979	-0.0460719	0.436414
Oryza_glaberrima_pi.6.20600001.20700000.fasta	70074	566	130.992	126.362	0.133622	0.430377
Oryza_glaberrima_pi.6.20700001.20800000.fasta	91328	827	148.614	184.631	-0.712692	0.447692
Oryza_glaberrima_pi.6.20800001.20900000.fasta	77966	862	228.314	192.445	0.681055	0.439865
Oryza_glaberrima_pi.6.20900001.21000000.fasta	96498	864	220.321	192.891	0.519615	0.428278
Oryza_glaberrima_pi.6.21000001.21100000.fasta	82119	889	148.747	198.473	-0.915575	0.411376
Oryza_glaberrima_pi.6.2100001.2200000.fasta	92362	635	221.071	141.766	2.04136	0.415297
Oryza_glaberrima_pi.6.21100001.21200000.fasta	86481	781	195.198	174.361	0.436497	0.411665
Oryza_glaberrima_pi.6.21200001.21300000.fasta	89376	812	221.753	181.282	0.81556	0.427235
Oryza_glaberrima_pi.6.21300001.21400000.fasta	79376	759	142.257	169.45	-0.586083	0.411118
Oryza_glaberrima_pi.6.21400001.21500000.fasta	69815	736	180.816	164.315	0.366722	0.400165
Oryza_glaberrima_pi.6.21500001.21600000.fasta	82826	888	145.254	198.249	-0.976884	0.409125
Oryza_glaberrima_pi.6.21600001.21700000.fasta	79084	793	174.765	177.04	-0.046953	0.411778
Oryza_glaberrima_pi.6.21700001.21800000.fasta	55864	281	50.7723	62.7343	-0.691445	0.410782
Oryza_glaberrima_pi.6.21800001.21900000.fasta	65374	210	47.1699	46.8833	0.0220831	0.408887
Oryza_glaberrima_pi.6.21900001.22000000.fasta	66457	357	54.8851	79.7016	-1.1318	0.426004
Oryza_glaberrima_pi.6.22000001.22100000.fasta	94982	761	248.123	169.896	1.6816	0.414708
Oryza_glaberrima_pi.6.2200001.2300000.fasta	82454	269	29.6707	60.0553	-1.83375	0.415314
Oryza_glaberrima_pi.6.22100001.22200000.fasta	91073	1827	693.063	407.885	2.55976	0.430762
Oryza_glaberrima_pi.6.22200001.22300000.fasta	80459	828	294.539	184.854	2.16779	0.409007
Oryza_glaberrima_pi.6.22300001.22400000.fasta	44064	593	193.575	132.39	1.68588	0.4264
Oryza_glaberrima_pi.6.22400001.22500000.fasta	22453	256	61.0044	57.153	0.244098	0.426798
Oryza_glaberrima_pi.6.22500001.22600000.fasta	56380	552	147.029	123.236	0.703994	0.408885
Oryza_glaberrima_pi.6.22600001.22700000.fasta	58654	1308	398.482	292.016	1.33389	0.411249
Oryza_glaberrima_pi.6.22700001.22800000.fasta	21030	379	120.563	84.6132	1.54517	0.403615
Oryza_glaberrima_pi.6.22800001.22900000.fasta	52101	580	165.296	129.487	1.00866	0.425453
Oryza_glaberrima_pi.6.22900001.23000000.fasta	49805	748	254.536	166.994	1.91441	0.415497
Oryza_glaberrima_pi.6.23000001.23100000.fasta	58309	1015	339.148	226.603	1.81581	0.422623
Oryza_glaberrima_pi.6.2300001.2400000.fasta	94759	635	80.4523	141.766	-1.57825	0.41561
Oryza_glaberrima_pi.6.23100001.23200000.fasta	89205	684	158.76	152.706	0.144739	0.437639
Oryza_glaberrima_pi.6.23200001.23300000.fasta	75993	982	277.683	219.235	0.974584	0.437414
Oryza_glaberrima_pi.6.23300001.23400000.fasta	91383	1649	431.624	368.146	0.631171	0.442873
Oryza_glaberrima_pi.6.23400001.23500000.fasta	81749	949	246.522	211.868	0.597872	0.429966
Oryza_glaberrima_pi.6.23500001.23600000.fasta	75715	317	68.5085	70.7715	-0.116098	0.415732
Oryza_glaberrima_pi.6.23600001.23700000.fasta	51241	317	73.0846	70.7715	0.118671	0.409567
Oryza_glaberrima_pi.6.23700001.23800000.fasta	74654	604	172.242	134.845	1.01176	0.436208
Oryza_glaberrima_pi.6.23800001.23900000.fasta	93663	516	118.141	115.199	0.0930903	0.418804
Oryza_glaberrima_pi.6.23900001.24000000.fasta	82112	777	226.236	173.468	1.11105	0.44462
Oryza_glaberrima_pi.6.24000001.24100000.fasta	82077	506	116.439	112.966	0.112045	0.402144
Oryza_glaberrima_pi.6.2400001.2500000.fasta	78145	618	93.3405	137.971	-1.18025	0.415901
Oryza_glaberrima_pi.6.24100001.24200000.fasta	70411	231	39.4291	51.5716	-0.851729	0.400795
Oryza_glaberrima_pi.6.24200001.24300000.fasta	95436	425	90.945	94.8829	-0.151074	0.418817
Oryza_glaberrima_pi.6.24300001.24400000.fasta	93949	663	207.03	148.017	1.45517	0.432129
Oryza_glaberrima_pi.6.24400001.24500000.fasta	95535	347	73.2409	77.4691	-0.198341	0.39872
Oryza_glaberrima_pi.6.24500001.24600000.fasta	89316	266	49.1796	59.3855	-0.622809	0.429139
Oryza_glaberrima_pi.6.24600001.24700000.fasta	84099	654	147.019	146.008	0.0252619	0.415612
Oryza_glaberrima_pi.6.24700001.24800000.fasta	54921	371	74.6548	82.8272	-0.358774	0.409917
Oryza_glaberrima_pi.6.24800001.24900000.fasta	54651	153	13.173	34.1578	-2.20715	0.404052
Oryza_glaberrima_pi.6.24900001.25000000.fasta	50540	369	107.858	82.3807	1.12448	0.440599
Oryza_glaberrima_pi.6.25000001.25100000.fasta	96182	725	254.961	161.859	2.10032	0.411657
Oryza_glaberrima_pi.6.2500001.2600000.fasta	82585	363	61.2174	81.0412	-0.889286	0.42522
Oryza_glaberrima_pi.6.25100001.25200000.fasta	79708	488	112.232	108.948	0.109835	0.419279
Oryza_glaberrima_pi.6.25200001.25300000.fasta	88778	508	109.009	113.413	-0.14152	0.43644
Oryza_glaberrima_pi.6.25300001.25400000.fasta	66183	406	85.2839	90.6411	-0.215068	0.429019
Oryza_glaberrima_pi.6.25400001.25500000.fasta	79949	571	137.827	127.478	0.296082	0.416385
Oryza_glaberrima_pi.6.25500001.25600000.fasta	74122	817	160.015	182.398	-0.448306	0.418483
Oryza_glaberrima_pi.6.25600001.25700000.fasta	77966	625	154.725	139.534	0.397258	0.407382
Oryza_glaberrima_pi.6.25700001.25800000.fasta	82681	394	75.6925	87.962	-0.507448	0.433089
Oryza_glaberrima_pi.6.25800001.25900000.fasta	63540	217	25.2349	48.4461	-1.73166	0.427261
Oryza_glaberrima_pi.6.25900001.26000000.fasta	93434	276	32.4748	61.6181	-1.71474	0.435028
Oryza_glaberrima_pi.6.26000001.26100000.fasta	87923	749	177.337	167.217	0.22101	0.443472
Oryza_glaberrima_pi.6.2600001.2700000.fasta	62000	312	73.6801	69.6552	0.209768	0.423676
Oryza_glaberrima_pi.6.26100001.26200000.fasta	57054	193	31.3939	43.088	-0.979161	0.435238
Oryza_glaberrima_pi.6.26200001.26300000.fasta	91025	286	37.7903	63.8506	-1.48032	0.414166
Oryza_glaberrima_pi.6.26300001.26400000.fasta	97339	347	59.0188	77.4691	-0.865486	0.420021
Oryza_glaberrima_pi.6.26400001.26500000.fasta	95913	443	54.2619	98.9015	-1.64348	0.437622
Oryza_glaberrima_pi.6.26500001.26600000.fasta	96737	718	198.073	160.296	0.860482	0.416693
Oryza_glaberrima_pi.6.26600001.26700000.fasta	84962	622	170.95	138.864	0.843088	0.437095
Oryza_glaberrima_pi.6.26700001.26800000.fasta	92038	739	190.972	164.985	0.575194	0.414187
Oryza_glaberrima_pi.6.26800001.26900000.fasta	86906	599	141.79	133.729	0.219888	0.4092
Oryza_glaberrima_pi.6.26900001.27000000.fasta	70546	1279	367.114	285.542	1.04512	0.426593
Oryza_glaberrima_pi.6.27000001.27100000.fasta	89648	1617	503.412	361.002	1.44395	0.426444
Oryza_glaberrima_pi.6.2700001.2800000.fasta	75699	266	36.3653	59.3855	-1.40479	0.424459
Oryza_glaberrima_pi.6.27100001.27200000.fasta	79141	575	131.814	128.371	0.0978301	0.424432
Oryza_glaberrima_pi.6.27200001.27300000.fasta	94800	776	261.636	173.245	1.86353	0.420973
Oryza_glaberrima_pi.6.27300001.27400000.fasta	78264	512	161.857	114.306	1.51619	0.416687
Oryza_glaberrima_pi.6.27400001.27500000.fasta	90602	450	82.8502	100.464	-0.638471	0.412113
Oryza_glaberrima_pi.6.27500001.27600000.fasta	73584	557	141.578	124.352	0.505143	0.424653
Oryza_glaberrima_pi.6.27600001.27700000.fasta	91372	699	195.591	156.054	0.924934	0.442909
Oryza_glaberrima_pi.6.27700001.27800000.fasta	87223	234	32.5592	52.2414	-1.36313	0.409583
Oryza_glaberrima_pi.6.27800001.27900000.fasta	94441	447	87.0503	99.7945	-0.465029	0.411769
Oryza_glaberrima_pi.6.27900001.28000000.fasta	72833	857	209.941	191.329	0.355453	0.424389
Oryza_glaberrima_pi.6.28000001.28100000.fasta	93359	604	122.957	134.845	-0.321644	0.41039
Oryza_glaberrima_pi.6.2800001.2900000.fasta	80528	474	116.433	105.822	0.365265	0.433142
Oryza_glaberrima_pi.6.28100001.28200000.fasta	94678	376	65.9797	83.9435	-0.778219	0.416516
Oryza_glaberrima_pi.6.28200001.28300000.fasta	93742	671	142.962	149.803	-0.16669	0.420954
Oryza_glaberrima_pi.6.28300001.28400000.fasta	92129	392	92.8882	87.5155	0.223332	0.417016
Oryza_glaberrima_pi.6.28400001.28500000.fasta	85771	324	74.5767	72.3343	0.112584	0.446888
Oryza_glaberrima_pi.6.28500001.28600000.fasta	87641	892	308.646	199.142	2.00948	0.430041
Oryza_glaberrima_pi.6.28600001.28700000.fasta	84545	369	97.9901	82.3807	0.688941	0.430348
Oryza_glaberrima_pi.6.28700001.28800000.fasta	46202	463	147.719	103.367	1.56287	0.423369
Oryza_glaberrima_pi.6.28800001.28900000.fasta	93095	689	238.528	153.822	2.0103	0.464233
Oryza_glaberrima_pi.6.28900001.29000000.fasta	85411	599	201.121	133.729	1.8384	0.44842
Oryza_glaberrima_pi.6.29000001.29100000.fasta	80766	640	168.224	142.882	0.64723	0.437242
Oryza_glaberrima_pi.6.2900001.3000000.fasta	88529	339	69.9906	75.6831	-0.273271	0.4143
Oryza_glaberrima_pi.6.29100001.29200000.fasta	75715	709	110.489	158.287	-1.10252	0.461812
Oryza_glaberrima_pi.6.29200001.29300000.fasta	37678	175	27.3943	39.0694	-1.07634	0.428356
Oryza_glaberrima_pi.6.29300001.29400000.fasta	47439	198	41.2285	44.2043	-0.242971	0.417416
Oryza_glaberrima_pi.6.29400001.29500000.fasta	88909	442	75.7913	98.6782	-0.844512	0.393896
Oryza_glaberrima_pi.6.29500001.29600000.fasta	78660	296	55.8537	66.0832	-0.561651	0.395308
Oryza_glaberrima_pi.6.29600001.29700000.fasta	82074	1161	437.729	259.198	2.51922	0.40009
Oryza_glaberrima_pi.6.29700001.29800000.fasta	95207	1618	504.935	361.225	1.45624	0.429507
Oryza_glaberrima_pi.6.29800001.29900000.fasta	77834	1660	451.81	370.601	0.802117	0.464663
Oryza_glaberrima_pi.6.29900001.30000000.fasta	84176	769	120.759	171.682	-1.08334	0.436314
Oryza_glaberrima_pi.6.30000001.30100000.fasta	74400	486	126.327	108.501	0.598578	0.436878
Oryza_glaberrima_pi.6.3000001.3100000.fasta	66231	428	88.3767	95.5527	-0.273385	0.430771
Oryza_glaberrima_pi.6.300001.400000.fasta	55677	230	48.3443	51.3484	-0.211622	0.427038
Oryza_glaberrima_pi.6.30100001.30200000.fasta	88354	276	60.8321	61.6181	-0.0462443	0.427179
Oryza_glaberrima_pi.6.30200001.30300000.fasta	61098	697	148.249	155.608	-0.17265	0.421167
Oryza_glaberrima_pi.6.30300001.30400000.fasta	90075	327	49.2859	73.004	-1.17999	0.417249
Oryza_glaberrima_pi.6.30400001.30500000.fasta	78332	411	94.8287	91.7573	0.121814	0.429061
Oryza_glaberrima_pi.6.30500001.30600000.fasta	68728	220	48.602	49.1159	-0.0378204	0.43116
Oryza_glaberrima_pi.6.30600001.30700000.fasta	10789	2	0.196662	0.446508	-0.998289	0.425997
Oryza_glaberrima_pi.6.30700001.30800000.fasta	48122	97	12.4355	21.6556	-1.51205	0.413428
Oryza_glaberrima_pi.6.30800001.30900000.fasta	90248	228	41.792	50.9019	-0.647298	0.429062
Oryza_glaberrima_pi.6.30900001.31000000.fasta	92950	278	40.4772	62.0646	-1.26113	0.410667
Oryza_glaberrima_pi.6.31000001.31100000.fasta	90107	210	28.5233	46.8833	-1.41472	0.409607
Oryza_glaberrima_pi.6.3100001.3200000.fasta	75349	476	135.221	106.269	0.992515	0.427698
Oryza_glaberrima_pi.6.31100001.31200000.fasta	97719	246	31.5933	54.9205	-1.53777	0.425411
Oryza_glaberrima_pi.6.3200001.3300000.fasta	76831	471	105.445	105.153	0.0101406	0.416257
Oryza_glaberrima_pi.6.3300001.3400000.fasta	78741	301	64.1756	67.1994	-0.163294	0.434504
Oryza_glaberrima_pi.6.3400001.3500000.fasta	62686	343	81.0088	76.5761	0.210338	0.424957
Oryza_glaberrima_pi.6.3500001.3600000.fasta	53233	355	81.3189	79.2551	0.0946478	0.450172
Oryza_glaberrima_pi.6.3600001.3700000.fasta	71729	444	100.317	99.1247	0.0437869	0.42793
Oryza_glaberrima_pi.6.3700001.3800000.fasta	87919	692	153.309	154.492	-0.0279533	0.41309
Oryza_glaberrima_pi.6.3800001.3900000.fasta	24362	214	71.9229	47.7763	1.82633	0.389388
Oryza_glaberrima_pi.6.3900001.4000000.fasta	84079	1063	405.662	237.319	2.5938	0.431196
Oryza_glaberrima_pi.6.4000001.4100000.fasta	96681	451	105.452	100.688	0.172322	0.422613
Oryza_glaberrima_pi.6.400001.500000.fasta	93961	757	212.301	169.003	0.935648	0.430308
Oryza_glaberrima_pi.6.4100001.4200000.fasta	82276	534	156.749	119.218	1.14771	0.409371
Oryza_glaberrima_pi.6.4200001.4300000.fasta	84176	372	80.1109	83.0504	-0.128702	0.416501
Oryza_glaberrima_pi.6.4300001.4400000.fasta	93733	349	64.1924	77.9156	-0.640087	0.436082
Oryza_glaberrima_pi.6.4400001.4500000.fasta	78684	385	78.2646	85.9527	-0.325341	0.428811
Oryza_glaberrima_pi.6.4500001.4600000.fasta	54012	574	123.987	128.148	-0.118428	0.429907
Oryza_glaberrima_pi.6.4600001.4700000.fasta	92508	366	86.5457	81.7109	0.215122	0.434856
Oryza_glaberrima_pi.6.4700001.4800000.fasta	80895	401	86.4423	89.5248	-0.12528	0.406797
Oryza_glaberrima_pi.6.4800001.4900000.fasta	76467	490	116.582	109.394	0.239397	0.407848
Oryza_glaberrima_pi.6.4900001.5000000.fasta	47544	318	75.3697	70.9947	0.223756	0.426132
Oryza_glaberrima_pi.6.5000001.5100000.fasta	95706	637	207.957	142.213	1.68702	0.411084
Oryza_glaberrima_pi.6.500001.600000.fasta	82748	627	215.323	139.98	1.96397	0.428751
Oryza_glaberrima_pi.6.5100001.5200000.fasta	72376	639	174.427	142.659	0.812627	0.456524
Oryza_glaberrima_pi.6.5200001.5300000.fasta	94284	352	65.1999	78.5854	-0.619061	0.407491
Oryza_glaberrima_pi.6.5300001.5400000.fasta	89841	451	81.5597	100.688	-0.691817	0.428461
Oryza_glaberrima_pi.6.5400001.5500000.fasta	90471	315	43.1127	70.325	-1.40488	0.399242
Oryza_glaberrima_pi.6.5500001.5600000.fasta	94325	432	76.793	96.4457	-0.741833	0.428714
Oryza_glaberrima_pi.6.5600001.5700000.fasta	87400	400	86.3508	89.3016	-0.120221	0.433043
Oryza_glaberrima_pi.6.5700001.5800000.fasta	75671	494	94.1294	110.287	-0.533862	0.457217
Oryza_glaberrima_pi.6.5800001.5900000.fasta	86157	681	189.559	152.036	0.90094	0.461442
Oryza_glaberrima_pi.6.5900001.6000000.fasta	86293	458	92.9125	102.25	-0.332606	0.418668
Oryza_glaberrima_pi.6.6000001.6100000.fasta	94154	568	117.641	126.808	-0.263648	0.422942
Oryza_glaberrima_pi.6.600001.700000.fasta	91561	648	188.347	144.669	1.10187	0.427702
Oryza_glaberrima_pi.6.6100001.6200000.fasta	85763	476	92.0429	106.269	-0.487683	0.437946
Oryza_glaberrima_pi.6.6200001.6300000.fasta	83573	506	52.3385	112.966	-1.95595	0.438047
Oryza_glaberrima_pi.6.6300001.6400000.fasta	77331	548	78.3045	122.343	-1.3125	0.406516
Oryza_glaberrima_pi.6.6400001.6500000.fasta	95777	650	130.06	145.115	-0.378638	0.432272
Oryza_glaberrima_pi.6.6500001.6600000.fasta	89372	707	184.873	157.84	0.625278	0.422681
Oryza_glaberrima_pi.6.6600001.6700000.fasta	94862	569	130.796	127.031	0.108073	0.415493
Oryza_glaberrima_pi.6.6700001.6800000.fasta	90609	431	125.661	96.2224	1.11379	0.436878
Oryza_glaberrima_pi.6.6800001.6900000.fasta	92486	559	122.42	124.799	-0.0695049	0.404814
Oryza_glaberrima_pi.6.6900001.7000000.fasta	93189	752	174.246	167.887	0.138335	0.428714
Oryza_glaberrima_pi.6.7000001.7100000.fasta	88787	550	105.033	122.79	-0.527301	0.452075
Oryza_glaberrima_pi.6.700001.800000.fasta	91409	823	214.241	183.738	0.606497	0.405567
Oryza_glaberrima_pi.6.7100001.7200000.fasta	93956	441	63.7123	98.455	-1.28487	0.416829
Oryza_glaberrima_pi.6.7200001.7300000.fasta	69154	304	39.6597	67.8692	-1.50851	0.430046
Oryza_glaberrima_pi.6.7300001.7400000.fasta	76337	671	136.007	149.803	-0.336164	0.411553
Oryza_glaberrima_pi.6.7400001.7500000.fasta	83139	441	71.8167	98.455	-0.985144	0.39655
Oryza_glaberrima_pi.6.7500001.7600000.fasta	94596	546	155.391	121.897	1.00187	0.411551
Oryza_glaberrima_pi.6.7600001.7700000.fasta	88361	473	74.2113	105.599	-1.08279	0.425993
Oryza_glaberrima_pi.6.7700001.7800000.fasta	93101	687	154.436	153.375	0.025242	0.424901
Oryza_glaberrima_pi.6.7800001.7900000.fasta	62400	168	19.7293	37.5067	-1.70593	0.396031
Oryza_glaberrima_pi.6.7900001.8000000.fasta	67027	841	186.785	187.757	-0.0189019	0.450039
Oryza_glaberrima_pi.6.8000001.8100000.fasta	84091	575	169.714	128.371	1.17462	0.414901
Oryza_glaberrima_pi.6.800001.900000.fasta	96947	400	60.8029	89.3016	-1.16112	0.430641
Oryza_glaberrima_pi.6.8100001.8200000.fasta	94650	700	157.068	156.278	0.0184711	0.418307
Oryza_glaberrima_pi.6.8200001.8300000.fasta	63670	731	198.328	163.199	0.78602	0.43554
Oryza_glaberrima_pi.6.8300001.8400000.fasta	93896	901	219.715	201.152	0.33726	0.406745
Oryza_glaberrima_pi.6.8400001.8500000.fasta	61657	828	206.334	184.854	0.424526	0.430938
Oryza_glaberrima_pi.6.8500001.8600000.fasta	56142	765	200.41	170.789	0.633438	0.406458
Oryza_glaberrima_pi.6.8600001.8700000.fasta	68278	742	194.573	165.654	0.637491	0.42567
Oryza_glaberrima_pi.6.8700001.8800000.fasta	88254	828	204.716	184.854	0.39254	0.423082
Oryza_glaberrima_pi.6.8800001.8900000.fasta	67515	693	154.75	154.715	0.0008169	0.453079
Oryza_glaberrima_pi.6.8900001.9000000.fasta	80132	625	155.686	139.534	0.422397	0.411606
Oryza_glaberrima_pi.6.9000001.9100000.fasta	54582	489	109.047	109.171	-0.004129	0.412649
Oryza_glaberrima_pi.6.900001.1000000.fasta	51304	233	38.19	52.0182	-0.961756	0.429077
Oryza_glaberrima_pi.6.9100001.9200000.fasta	41727	397	99.0057	88.6318	0.425831	0.438302
Oryza_glaberrima_pi.6.9200001.9300000.fasta	68794	546	126.184	121.897	0.128236	0.424886
Oryza_glaberrima_pi.6.9300001.9400000.fasta	77885	397	78.4548	88.6318	-0.417749	0.42259
Oryza_glaberrima_pi.6.9400001.9500000.fasta	36657	319	67.392	71.218	-0.195071	0.384451
Oryza_glaberrima_pi.6.9500001.9600000.fasta	58136	468	101.811	104.483	-0.0931399	0.406838
Oryza_glaberrima_pi.6.9600001.9700000.fasta	61879	582	94.6418	129.934	-0.990709	0.390307
Oryza_glaberrima_pi.6.9700001.9800000.fasta	22455	308	64.5853	68.7622	-0.220487	0.430117
Oryza_glaberrima_pi.6.9800001.9900000.fasta	75820	755	171.736	168.557	0.0688833	0.415801
Oryza_glaberrima_pi.6.9900001.10000000.fasta	53504	757	162.058	169.003	-0.150087	0.436776
Oryza_glaberrima_pi.7.10000001.10100000.fasta	61724	1382	313.323	308.537	0.0567595	0.392216
Oryza_glaberrima_pi.7.1000001.1100000.fasta	92577	602	114.307	134.399	-0.545386	0.411796
Oryza_glaberrima_pi.7.100001.200000.fasta	77418	547	88.5921	122.12	-1.00106	0.433983
Oryza_glaberrima_pi.7.10100001.10200000.fasta	71051	1207	239.49	269.467	-0.406929	0.423279
Oryza_glaberrima_pi.7.10200001.10300000.fasta	76863	1311	242.118	292.686	-0.632104	0.412231
Oryza_glaberrima_pi.7.10300001.10400000.fasta	63433	1179	223.819	263.216	-0.547457	0.416905
Oryza_glaberrima_pi.7.10400001.10500000.fasta	58275	1097	310.846	244.91	0.984542	0.44933
Oryza_glaberrima_pi.7.10500001.10600000.fasta	58325	1020	260.691	227.719	0.529381	0.433697
Oryza_glaberrima_pi.7.10600001.10700000.fasta	59538	533	94.6804	118.994	-0.744906	0.444454
Oryza_glaberrima_pi.7.10700001.10800000.fasta	79788	814	186.445	181.729	0.0948083	0.418419
Oryza_glaberrima_pi.7.10800001.10900000.fasta	70063	900	223.318	200.928	0.407233	0.413738
Oryza_glaberrima_pi.7.10900001.11000000.fasta	88068	785	160.893	175.254	-0.299316	0.442756
Oryza_glaberrima_pi.7.11000001.11100000.fasta	82873	933	247.1	208.296	0.680899	0.415592
Oryza_glaberrima_pi.7.1.100000.fasta	84584	502	68.5112	112.073	-1.41651	0.427753
Oryza_glaberrima_pi.7.1100001.1200000.fasta	90995	437	116.598	97.5619	0.71041	0.445043
Oryza_glaberrima_pi.7.11100001.11200000.fasta	75033	514	125.521	114.752	0.342028	0.384791
Oryza_glaberrima_pi.7.11200001.11300000.fasta	85393	589	139.186	131.497	0.213306	0.428412
Oryza_glaberrima_pi.7.11300001.11400000.fasta	80746	629	135.147	140.427	-0.137183	0.415865
Oryza_glaberrima_pi.7.11400001.11500000.fasta	57586	777	216.646	173.468	0.90913	0.439756
Oryza_glaberrima_pi.7.11500001.11600000.fasta	75901	423	85.1027	94.4364	-0.359759	0.401525
Oryza_glaberrima_pi.7.11600001.11700000.fasta	60091	684	148.512	152.706	-0.100256	0.421563
Oryza_glaberrima_pi.7.11700001.11800000.fasta	73915	856	245.559	191.105	1.04115	0.415707
Oryza_glaberrima_pi.7.11800001.11900000.fasta	71955	591	135.482	131.943	0.0978296	0.42539
Oryza_glaberrima_pi.7.11900001.12000000.fasta	52576	734	185.836	163.868	0.489533	0.430056
Oryza_glaberrima_pi.7.12000001.12100000.fasta	40961	781	194.557	174.361	0.423073	0.401078
Oryza_glaberrima_pi.7.1200001.1300000.fasta	91030	262	37.0026	58.4925	-1.33118	0.411
Oryza_glaberrima_pi.7.12100001.12200000.fasta	13900	106	21.2822	23.6649	-0.358522	0.401121
Oryza_glaberrima_pi.7.12200001.12300000.fasta	24985	188	44.7317	41.9717	0.237137	0.44189
Oryza_glaberrima_pi.7.12300001.12400000.fasta	79914	1445	412.71	322.602	1.02215	0.44841
Oryza_glaberrima_pi.7.12400001.12500000.fasta	73016	626	157.06	139.757	0.451765	0.419088
Oryza_glaberrima_pi.7.12500001.12600000.fasta	74604	988	250.799	220.575	0.500919	0.419461
Oryza_glaberrima_pi.7.12600001.12700000.fasta	84551	982	279.256	219.235	1.00081	0.430591
Oryza_glaberrima_pi.7.12700001.12800000.fasta	86838	483	89.4812	107.832	-0.62002	0.418011
Oryza_glaberrima_pi.7.12800001.12900000.fasta	81511	660	153.543	147.348	0.153457	0.413329
Oryza_glaberrima_pi.7.12900001.13000000.fasta	59485	667	130.26	148.91	-0.45716	0.411423
Oryza_glaberrima_pi.7.13000001.13100000.fasta	71129	1230	337.888	274.602	0.843045	0.433688
Oryza_glaberrima_pi.7.1300001.1400000.fasta	17755	47	6.44983	10.4929	-1.32516	0.416463
Oryza_glaberrima_pi.7.13100001.13200000.fasta	70554	955	244.516	213.207	0.536759	0.432767
Oryza_glaberrima_pi.7.13200001.13300000.fasta	71688	663	225.08	148.017	1.90026	0.411553
Oryza_glaberrima_pi.7.13300001.13400000.fasta	76245	924	289.666	206.287	1.47728	0.427952
Oryza_glaberrima_pi.7.13400001.13500000.fasta	70080	566	152.753	126.362	0.761684	0.412083
Oryza_glaberrima_pi.7.13500001.13600000.fasta	71997	534	150.918	119.218	0.969415	0.411349
Oryza_glaberrima_pi.7.13600001.13700000.fasta	88170	817	239.448	182.398	1.14265	0.420453
Oryza_glaberrima_pi.7.13700001.13800000.fasta	77919	590	155.156	131.72	0.649021	0.40912
Oryza_glaberrima_pi.7.13800001.13900000.fasta	50348	900	262.405	200.928	1.11815	0.425717
Oryza_glaberrima_pi.7.13900001.14000000.fasta	6734	70	19.4985	15.6278	0.86924	0.47454
Oryza_glaberrima_pi.7.14000001.14100000.fasta	30939	451	94.8794	100.688	-0.210068	0.416944
Oryza_glaberrima_pi.7.1400001.1500000.fasta	34762	617	121.209	137.748	-0.438067	0.419665
Oryza_glaberrima_pi.7.14100001.14200000.fasta	31914	353	69.8385	78.8086	-0.413691	0.402818
Oryza_glaberrima_pi.7.14200001.14300000.fasta	33383	426	106.581	95.1062	0.439179	0.418248
Oryza_glaberrima_pi.7.14300001.14400000.fasta	35634	589	156.527	131.497	0.694332	0.406665
Oryza_glaberrima_pi.7.14400001.14500000.fasta	44447	900	215.366	200.928	0.262592	0.439872
Oryza_glaberrima_pi.7.14500001.14600000.fasta	92167	647	196.671	144.445	1.31952	0.407859
Oryza_glaberrima_pi.7.14600001.14700000.fasta	94910	1011	317.825	225.71	1.49207	0.421323
Oryza_glaberrima_pi.7.14700001.14800000.fasta	90106	831	243.341	185.524	1.13858	0.410035
Oryza_glaberrima_pi.7.14800001.14900000.fasta	82225	1699	553.34	379.308	1.67957	0.435658
Oryza_glaberrima_pi.7.14900001.15000000.fasta	71401	1310	381.494	292.463	1.11376	0.424201
Oryza_glaberrima_pi.7.15000001.15100000.fasta	50919	504	131.988	112.52	0.630545	0.399962
Oryza_glaberrima_pi.7.1500001.1600000.fasta	77141	858	148.867	191.552	-0.814233	0.410882
Oryza_glaberrima_pi.7.15100001.15200000.fasta	46393	870	243.485	194.231	0.92663	0.433061
Oryza_glaberrima_pi.7.15200001.15300000.fasta	92170	972	294.699	217.003	1.30884	0.414995
Oryza_glaberrima_pi.7.15300001.15400000.fasta	79341	630	146.385	140.65	0.148782	0.401878
