chr	start	stop	medianpos	name	size	S_Pop	Pi_Pop	W_Pop	D_Pop	GC	pi_site_Oryza_barthii	name	size	S_Pop	Pi_Pop	W_Pop	D_Pop	GC	pi_site_Oryza_glaberrima	ROD	RODmini-1
12	1500001	1600000	1550000.5	Oryza_barthii_pi.12.1500001.1600000.fasta	88665	1285	354.307	292.381	0.782572	0.410607	0.0039960187	Oryza_glaberrima_pi.12.1500001.1600000.fasta	88399	903	220.74	201.598	0.346996	0.410763	0.0024970871	0.3751062633	0.3751062633
12	1600001	1700000	1650000.5	Oryza_barthii_pi.12.1600001.1700000.fasta	86360	1372	412.848	312.177	1.19172	0.39834	0.0047805465	Oryza_glaberrima_pi.12.1600001.1700000.fasta	87319	1022	363.507	228.165	2.16871	0.400291	0.0041629771	0.1291838523	0.1291838523
12	1700001	1800000	1750000.5	Oryza_barthii_pi.12.1700001.1800000.fasta	85411	930	251.119	211.607	0.689292	0.461495	0.0029401248	Oryza_glaberrima_pi.12.1700001.1800000.fasta	85770	585	159.707	130.604	0.812825	0.465669	0.001862038	0.3666806241	0.3666806241
12	1800001	1900000	1850000.5	Oryza_barthii_pi.12.1800001.1900000.fasta	80022	790	232.762	179.752	1.088	0.428372	0.0029087251	Oryza_glaberrima_pi.12.1800001.1900000.fasta	80305	425	85.313	94.8829	-0.367143	0.429405	0.0010623622	0.6347670518	0.6347670518
12	1900001	2000000	1950000.5	Oryza_barthii_pi.12.1900001.2000000.fasta	52713	549	136.374	124.916	0.337807	0.471662	0.0025871038	Oryza_glaberrima_pi.12.1900001.2000000.fasta	53251	302	69.0679	67.4227	0.0885568	0.473785	0.0012970254	0.4986573663	0.4986573663
12	2000001	2100000	2050000.5	Oryza_barthii_pi.12.2000001.2100000.fasta	73591	1240	302.077	282.142	0.261046	0.432586	0.004104809	Oryza_glaberrima_pi.12.2000001.2100000.fasta	74327	704	143.145	157.171	-0.325806	0.434308	0.0019258816	0.5308230976	0.5308230976
12	2100001	2200000	2150000.5	Oryza_barthii_pi.12.2100001.2200000.fasta	88115	726	160.569	165.19	-0.103167	0.434958	0.0018222664	Oryza_glaberrima_pi.12.2100001.2200000.fasta	86061	294	59.1428	65.6366	-0.358945	0.435151	0.0006872195	0.6228764649	0.6228764649
12	2200001	2300000	2250000.5	Oryza_barthii_pi.12.2200001.2300000.fasta	91544	1227	327.385	279.184	0.637841	0.420291	0.0035762584	Oryza_glaberrima_pi.12.2200001.2300000.fasta	91462	532	125.346	118.771	0.201809	0.420798	0.0013704708	0.6167864178	0.6167864178
12	2300001	2400000	2350000.5	Oryza_barthii_pi.12.2300001.2400000.fasta	81796	1027	287.027	233.677	0.843047	0.418515	0.0035090591	Oryza_glaberrima_pi.12.2300001.2400000.fasta	81402	319	76.4383	71.218	0.266161	0.419189	0.0009390224	0.7324005239	0.7324005239
12	2400001	2500000	2450000.5	Oryza_barthii_pi.12.2400001.2500000.fasta	89090	896	144.474	203.87	-1.07535	0.427377	0.0016216635	Oryza_glaberrima_pi.12.2400001.2500000.fasta	88626	360	56.1942	80.3714	-1.09354	0.428248	0.00063406	0.6090064383	0.6090064383
12	2500001	2600000	2550000.5	Oryza_barthii_pi.12.2500001.2600000.fasta	88614	1135	258.738	258.251	0.00696038	0.426602	0.0029198321	Oryza_glaberrima_pi.12.2500001.2600000.fasta	88269	756	185.084	168.78	0.352792	0.427748	0.0020968177	0.2818704554	0.2818704554
12	2600001	2700000	2650000.5	Oryza_barthii_pi.12.2600001.2700000.fasta	96229	1195	273.077	271.903	0.0159508	0.413016	0.0028377828	Oryza_glaberrima_pi.12.2600001.2700000.fasta	96405	446	80.3835	99.5712	-0.70171	0.413678	0.0008338105	0.7061753668	0.7061753668
12	2700001	2800000	2750000.5	Oryza_barthii_pi.12.2700001.2800000.fasta	81727	945	214.313	215.02	-0.0121307	0.415131	0.0026223035	Oryza_glaberrima_pi.12.2700001.2800000.fasta	81801	590	123.19	131.72	-0.236219	0.415733	0.0015059718	0.4257065223	0.4257065223
12	2800001	2900000	2850000.5	Oryza_barthii_pi.12.2800001.2900000.fasta	94585	1184	248.395	269.4	-0.288026	0.401863	0.0026261564	Oryza_glaberrima_pi.12.2800001.2900000.fasta	94663	661	150.399	147.571	0.0699579	0.402851	0.0015887834	0.3950157012	0.3950157012
12	2900001	3000000	2950000.5	Oryza_barthii_pi.12.2900001.3000000.fasta	82628	859	230.456	195.452	0.660931	0.408578	0.0027890788	Oryza_glaberrima_pi.12.2900001.3000000.fasta	82754	598	124.87	133.506	-0.235974	0.409318	0.0015089301	0.4589862064	0.4589862064
12	3000001	3100000	3050000.5	Oryza_barthii_pi.12.3000001.3100000.fasta	94150	1496	339.553	340.391	-0.00909433	0.420336	0.0036065109	Oryza_glaberrima_pi.12.3000001.3100000.fasta	94362	931	257.486	207.849	0.872854	0.421495	0.0027287044	0.2433949496	0.2433949496
12	3100001	3200000	3150000.5	Oryza_barthii_pi.12.3100001.3200000.fasta	93244	1196	233.552	272.131	-0.523706	0.416033	0.0025047403	Oryza_glaberrima_pi.12.3100001.3200000.fasta	93217	601	161.735	134.176	0.749311	0.417574	0.0017350376	0.3072983917	0.3072983917
12	3200001	3300000	3250000.5	Oryza_barthii_pi.12.3200001.3300000.fasta	91844	1072	240.821	243.916	-0.0468743	0.422821	0.0026220657	Oryza_glaberrima_pi.12.3200001.3300000.fasta	91889	843	253.218	188.203	1.26216	0.423452	0.0027556944	-0.0509631376	-0.0509631376
12	3300001	3400000	3350000.5	Oryza_barthii_pi.12.3300001.3400000.fasta	84606	1270	272.392	288.968	-0.211949	0.428031	0.0032195353	Oryza_glaberrima_pi.12.3300001.3400000.fasta	84412	411	117.52	91.7573	1.02178	0.42796	0.0013922191	0.5675714026	0.5675714026
12	3400001	3500000	3450000.5	Oryza_barthii_pi.12.3400001.3500000.fasta	96123	1151	264.263	261.892	0.0334456	0.410537	0.0027492171	Oryza_glaberrima_pi.12.3400001.3500000.fasta	96051	660	218.951	147.348	1.77364	0.411388	0.0022795286	0.1708444767	0.1708444767
12	3500001	3600000	3550000.5	Oryza_barthii_pi.12.3500001.3600000.fasta	89128	468	93.9823	106.486	-0.432028	0.406886	0.0010544644	Oryza_glaberrima_pi.12.3500001.3600000.fasta	89405	344	89.0193	76.7993	0.578182	0.407731	0.0009956859	0.0557424643	0.0557424643
12	3600001	3700000	3650000.5	Oryza_barthii_pi.12.3600001.3700000.fasta	63036	862	231.287	196.134	0.661432	0.387058	0.0036691256	Oryza_glaberrima_pi.12.3600001.3700000.fasta	62517	638	201.546	142.436	1.51441	0.387643	0.0032238591	0.1213549275	0.1213549275
12	3700001	3800000	3750000.5	Oryza_barthii_pi.12.3700001.3800000.fasta	76220	1748	645.675	397.729	2.30488	0.402947	0.0084712018	Oryza_glaberrima_pi.12.3700001.3800000.fasta	72479	520	124.72	116.092	0.270894	0.402323	0.0017207743	0.7968677483	0.7968677483
12	3800001	3900000	3850000.5	Oryza_barthii_pi.12.3800001.3900000.fasta	78008	1066	387.62	242.551	2.20879	0.403068	0.0049689775	Oryza_glaberrima_pi.12.3800001.3900000.fasta	77704	423	146.13	94.4364	1.99251	0.402972	0.0018805982	0.6215321659	0.6215321659
12	3900001	4000000	3950000.5	Oryza_barthii_pi.12.3900001.4000000.fasta	90162	2616	535.449	595.229	-0.371545	0.417884	0.0059387436	Oryza_glaberrima_pi.12.3900001.4000000.fasta	89975	1522	528.962	339.792	2.03754	0.419303	0.0058789886	0.0100618904	0.0100618904
12	4000001	4100000	4050000.5	Oryza_barthii_pi.12.4000001.4100000.fasta	87347	881	173.675	200.457	-0.493103	0.437432	0.0019883339	Oryza_glaberrima_pi.12.4000001.4100000.fasta	87387	789	280.552	176.147	2.16503	0.438085	0.0032104546	-0.6146456417	-0.6146456417
12	4100001	4200000	4150000.5	Oryza_barthii_pi.12.4100001.4200000.fasta	80470	561	97.7066	127.647	-0.863944	0.406112	0.0012141991	Oryza_glaberrima_pi.12.4100001.4200000.fasta	86587	1448	610.154	323.272	3.24756	0.409289	0.007046716	-4.8035919591	-1
12	4200001	4300000	4250000.5	Oryza_barthii_pi.12.4200001.4300000.fasta	61356	979	262.099	222.756	0.6521	0.456847	0.0042717746	Oryza_glaberrima_pi.12.4200001.4300000.fasta	61566	1225	417.534	273.486	1.92672	0.450207	0.0067818926	-0.5876054565	-0.5876054565
12	4300001	4400000	4350000.5	Oryza_barthii_pi.12.4300001.4400000.fasta	43634	608	143.21	138.341	0.12971	0.423114	0.0032820736	Oryza_glaberrima_pi.12.4300001.4400000.fasta	43688	714	208.258	159.403	1.11903	0.424728	0.0047669383	-0.4524166283	-0.4524166283
12	4400001	4500000	4450000.5	Oryza_barthii_pi.12.4400001.4500000.fasta	86415	1058	228.404	240.731	-0.189108	0.400059	0.0026431059	Oryza_glaberrima_pi.12.4400001.4500000.fasta	87390	1084	374.217	242.007	1.99772	0.400817	0.004282149	-0.6201200712	-0.6201200712
12	4500001	4600000	4550000.5	Oryza_barthii_pi.12.4500001.4600000.fasta	86922	1188	296.505	270.31	0.357983	0.388183	0.0034111617	Oryza_glaberrima_pi.12.4500001.4600000.fasta	86806	912	177.962	203.608	-0.460326	0.388865	0.0020501117	0.3989989614	0.3989989614
12	4600001	4700000	4650000.5	Oryza_barthii_pi.12.4600001.4700000.fasta	60548	971	210.417	220.935	-0.175776	0.386191	0.0034752098	Oryza_glaberrima_pi.12.4600001.4700000.fasta	60824	437	114.054	97.5619	0.615454	0.387559	0.001875148	0.4604216429	0.4604216429
12	4700001	4800000	4750000.5	Oryza_barthii_pi.12.4700001.4800000.fasta	93925	1499	369.613	341.073	0.309282	0.40984	0.003935193	Oryza_glaberrima_pi.12.4700001.4800000.fasta	94122	1039	300.916	231.961	1.08692	0.410695	0.0031970846	0.187565983	0.187565983
12	4800001	4900000	4850000.5	Oryza_barthii_pi.12.4800001.4900000.fasta	85608	1041	221.698	236.863	-0.23642	0.409453	0.0025896879	Oryza_glaberrima_pi.12.4800001.4900000.fasta	85578	730	157.979	162.975	-0.111937	0.411218	0.0018460235	0.287163706	0.287163706
12	4900001	5000000	4950000.5	Oryza_barthii_pi.12.4900001.5000000.fasta	69711	1793	435.688	407.968	0.251219	0.429621	0.0062499175	Oryza_glaberrima_pi.12.4900001.5000000.fasta	69927	1250	305.519	279.067	0.346741	0.429193	0.0043691135	0.3009326135	0.3009326135
12	5000001	5100000	5050000.5	Oryza_barthii_pi.12.5000001.5100000.fasta	86366	1128	261.559	256.658	0.0705314	0.398475	0.003028495	Oryza_glaberrima_pi.12.5000001.5100000.fasta	86660	528	136.652	117.878	0.580601	0.399786	0.0015768751	0.4793205407	0.4793205407
12	5100001	5200000	5150000.5	Oryza_barthii_pi.12.5100001.5200000.fasta	66283	1257	416.482	286.01	1.68543	0.420197	0.0062833909	Oryza_glaberrima_pi.12.5100001.5200000.fasta	50321	397	92.3631	88.6318	0.153166	0.426327	0.0018354782	0.7078841258	0.7078841258
12	5200001	5300000	5250000.5	Oryza_barthii_pi.12.5200001.5300000.fasta	16358	85	26.3002	19.3404	1.28626	0.396689	0.0016077882	Oryza_glaberrima_pi.12.5200001.5300000.fasta	15767	81	21.991	18.0836	0.762703	0.393575	0.0013947485	0.1325048335	0.1325048335
12	5300001	5400000	5350000.5	Oryza_barthii_pi.12.5300001.5400000.fasta	35187	509	121.706	115.815	0.187258	0.420227	0.0034588342	Oryza_glaberrima_pi.12.5300001.5400000.fasta	35716	475	116.209	106.046	0.349149	0.418684	0.0032536958	0.0593085394	0.0593085394
12	5400001	5500000	5450000.5	Oryza_barthii_pi.12.5400001.5500000.fasta	52811	495	98.8169	112.629	-0.451378	0.394168	0.0018711424	Oryza_glaberrima_pi.12.5400001.5500000.fasta	53001	280	60.0257	62.5111	-0.144172	0.39423	0.001132539	0.3947339211	0.3947339211
12	5500001	5600000	5550000.5	Oryza_barthii_pi.12.5500001.5600000.fasta	75352	1516	358.459	344.942	0.144848	0.407395	0.0047571266	Oryza_glaberrima_pi.12.5500001.5600000.fasta	75667	1052	262.304	234.863	0.42721	0.408196	0.0034665574	0.2712917393	0.2712917393
12	5600001	5700000	5650000.5	Oryza_barthii_pi.12.5600001.5700000.fasta	74788	672	166.641	152.903	0.331245	0.385174	0.0022281783	Oryza_glaberrima_pi.12.5600001.5700000.fasta	74215	354	82.7813	79.0319	0.172437	0.38558	0.0011154255	0.4994002749	0.4994002749
12	5700001	5800000	5750000.5	Oryza_barthii_pi.12.5700001.5800000.fasta	77334	914	240.51	207.966	0.577637	0.397386	0.0031100163	Oryza_glaberrima_pi.12.5700001.5800000.fasta	77531	706	133.376	157.617	-0.561513	0.398419	0.0017202925	0.446854175	0.446854175
12	5800001	5900000	5850000.5	Oryza_barthii_pi.12.5800001.5900000.fasta	84755	1429	478.768	325.146	1.74616	0.413927	0.0056488467	Oryza_glaberrima_pi.12.5800001.5900000.fasta	85216	1484	261.21	331.309	-0.774325	0.408783	0.0030652694	0.4573636693	0.4573636693
12	5900001	6000000	5950000.5	Oryza_barthii_pi.12.5900001.6000000.fasta	32854	416	106.044	94.6541	0.442373	0.401518	0.0032277348	Oryza_glaberrima_pi.12.5900001.6000000.fasta	32638	394	88.5369	87.962	0.0237753	0.405484	0.0027126938	0.1595673319	0.1595673319
12	6000001	6100000	6050000.5	Oryza_barthii_pi.12.6000001.6100000.fasta	15529	442	96.2586	100.57	-0.157671	0.410683	0.0061986348	Oryza_glaberrima_pi.12.6000001.6100000.fasta	16764	413	84.8855	92.2039	-0.288856	0.412989	0.0050635588	0.1831170944	0.1831170944
12	6100001	6200000	6150000.5	Oryza_barthii_pi.12.6100001.6200000.fasta	58859	1134	280.617	258.024	0.323434	0.417315	0.0047676141	Oryza_glaberrima_pi.12.6100001.6200000.fasta	60157	991	224.685	221.245	0.0568443	0.416352	0.0037349768	0.2165941475	0.2165941475
12	6200001	6300000	6250000.5	Oryza_barthii_pi.12.6200001.6300000.fasta	53541	862	192.761	196.134	-0.0634785	0.399339	0.0036002503	Oryza_glaberrima_pi.12.6200001.6300000.fasta	54973	643	146.693	143.552	0.0798416	0.400928	0.0026684554	0.2588139103	0.2588139103
12	6300001	6400000	6350000.5	Oryza_barthii_pi.12.6300001.6400000.fasta	29676	347	91.9545	78.9543	0.604428	0.41373	0.003098615	Oryza_glaberrima_pi.12.6300001.6400000.fasta	27570	168	35.2608	37.5067	-0.21551	0.412985	0.0012789554	0.5872493457	0.5872493457
12	6400001	6500000	6450000.5	Oryza_barthii_pi.12.6400001.6500000.fasta	51234	777	202.856	176.794	0.543814	0.416968	0.003959402	Oryza_glaberrima_pi.12.6400001.6500000.fasta	51842	619	167.271	138.194	0.767703	0.417161	0.0032265538	0.1850906292	0.1850906292
12	6500001	6600000	6550000.5	Oryza_barthii_pi.12.6500001.6600000.fasta	56064	909	177.359	206.828	-0.52593	0.386418	0.0031635096	Oryza_glaberrima_pi.12.6500001.6600000.fasta	56498	543	89.1176	121.227	-0.965723	0.388613	0.0015773585	0.5013896875	0.5013896875
12	6600001	6700000	6650000.5	Oryza_barthii_pi.12.6600001.6700000.fasta	26129	268	51.6101	60.9791	-0.562532	0.403655	0.0019752038	Oryza_glaberrima_pi.12.6600001.6700000.fasta	25712	239	49.5559	53.3577	-0.257861	0.405482	0.0019273452	0.0242296963	0.0242296963
12	6700001	6800000	6750000.5	Oryza_barthii_pi.12.6700001.6800000.fasta	74788	938	210.911	213.427	-0.0435232	0.403541	0.0028201182	Oryza_glaberrima_pi.12.6700001.6800000.fasta	74160	782	173.506	174.585	-0.0225705	0.40545	0.002339617	0.1703833394	0.1703833394
12	6800001	6900000	6850000.5	Oryza_barthii_pi.12.6800001.6900000.fasta	66209	658	131.426	149.717	-0.450374	0.400277	0.0019850171	Oryza_glaberrima_pi.12.6800001.6900000.fasta	66341	470	107.321	104.929	0.0830449	0.401384	0.0016177176	0.1850359801	0.1850359801
12	6900001	7000000	6950000.5	Oryza_barthii_pi.12.6900001.7000000.fasta	62527	903	241.719	205.463	0.651328	0.408808	0.003865834	Oryza_glaberrima_pi.12.6900001.7000000.fasta	62457	617	178.302	137.748	1.07418	0.409776	0.0028547961	0.2615316308	0.2615316308
12	7000001	7100000	7050000.5	Oryza_barthii_pi.12.7000001.7100000.fasta	39920	569	150.566	129.467	0.600315	0.405179	0.0037716934	Oryza_glaberrima_pi.12.7000001.7100000.fasta	37116	505	130.091	112.743	0.560768	0.402299	0.0035049844	0.0707133338	0.0707133338
12	7100001	7200000	7150000.5	Oryza_barthii_pi.12.7100001.7200000.fasta	78830	1072	333.294	243.916	1.35325	0.407968	0.0042280096	Oryza_glaberrima_pi.12.7100001.7200000.fasta	79023	926	268.98	206.733	1.10049	0.409127	0.0034038191	0.1949358137	0.1949358137
12	7200001	7300000	7250000.5	Oryza_barthii_pi.12.7200001.7300000.fasta	80007	1302	402.55	296.249	1.32585	0.413835	0.0050314347	Oryza_glaberrima_pi.12.7200001.7300000.fasta	79554	1222	329.76	272.816	0.76352	0.414536	0.004145109	0.176157659	0.176157659
12	7300001	7400000	7350000.5	Oryza_barthii_pi.12.7300001.7400000.fasta	88112	1058	247.932	240.731	0.11047	0.412675	0.0028138279	Oryza_glaberrima_pi.12.7300001.7400000.fasta	87030	888	189.628	198.249	-0.158915	0.412769	0.0021788808	0.2256524004	0.2256524004
12	7400001	7500000	7450000.5	Oryza_barthii_pi.12.7400001.7500000.fasta	86830	970	194.306	220.708	-0.441643	0.402069	0.002237775	Oryza_glaberrima_pi.12.7400001.7500000.fasta	86797	568	116.865	126.808	-0.285951	0.402061	0.0013464175	0.3983230998	0.3983230998
12	7500001	7600000	7550000.5	Oryza_barthii_pi.12.7500001.7600000.fasta	91883	1462	347.524	332.655	0.165201	0.400753	0.0037822448	Oryza_glaberrima_pi.12.7500001.7600000.fasta	91978	784	148.966	175.031	-0.543941	0.401999	0.0016195829	0.571793201	0.571793201
12	7600001	7700000	7650000.5	Oryza_barthii_pi.12.7600001.7700000.fasta	90791	895	207.226	203.643	0.0649389	0.405239	0.0022824509	Oryza_glaberrima_pi.12.7600001.7700000.fasta	90876	435	66.0704	97.1154	-1.16384	0.404986	0.000727039	0.6814656381	0.6814656381
12	7700001	7800000	7750000.5	Oryza_barthii_pi.12.7700001.7800000.fasta	64021	977	225.946	222.301	0.0605447	0.393655	0.0035292482	Oryza_glaberrima_pi.12.7700001.7800000.fasta	64164	509	99.445	113.636	-0.455148	0.394733	0.0015498566	0.5608536088	0.5608536088
12	7800001	7900000	7850000.5	Oryza_barthii_pi.12.7800001.7900000.fasta	61282	1241	188.194	282.37	-1.2322	0.400103	0.0030709507	Oryza_glaberrima_pi.12.7800001.7900000.fasta	61177	486	73.102	108.501	-1.18873	0.399765	0.0011949262	0.61089372	0.61089372
12	7900001	8000000	7950000.5	Oryza_barthii_pi.12.7900001.8000000.fasta	71106	1299	304.826	295.567	0.115751	0.417539	0.0042869237	Oryza_glaberrima_pi.12.7900001.8000000.fasta	71303	642	117.796	143.329	-0.650108	0.418112	0.0016520483	0.6146308173	0.6146308173
12	8000001	8100000	8050000.5	Oryza_barthii_pi.12.8000001.8100000.fasta	78051	1145	236.578	260.526	-0.339547	0.40689	0.0030310694	Oryza_glaberrima_pi.12.8000001.8100000.fasta	78266	818	119.142	182.622	-1.26988	0.40784	0.0015222702	0.4977778496	0.4977778496
12	8100001	8200000	8150000.5	Oryza_barthii_pi.12.8100001.8200000.fasta	64131	1123	291.473	255.521	0.519697	0.40862	0.0045449627	Oryza_glaberrima_pi.12.8100001.8200000.fasta	67275	1403	260.532	313.225	-0.615589	0.409854	0.0038726421	0.1479265211	0.1479265211
12	8200001	8300000	8250000.5	Oryza_barthii_pi.12.8200001.8300000.fasta	62321	1469	399.038	334.247	0.716435	0.419816	0.006402946	Oryza_glaberrima_pi.12.8200001.8300000.fasta	67425	1196	275.739	267.012	0.119558	0.421804	0.0040895662	0.3612992893	0.3612992893
12	8300001	8400000	8350000.5	Oryza_barthii_pi.12.8300001.8400000.fasta	85575	1196	345.052	272.131	0.989925	0.389389	0.0040321589	Oryza_glaberrima_pi.12.8300001.8400000.fasta	85291	1123	346.62	250.714	1.39897	0.390233	0.0040639692	-0.0078891508	-0.0078891508
12	8400001	8500000	8450000.5	Oryza_barthii_pi.12.8400001.8500000.fasta	52455	1069	279.399	243.234	0.549109	0.424261	0.0053264512	Oryza_glaberrima_pi.12.8400001.8500000.fasta	54878	636	150.425	141.989	0.216798	0.425823	0.0027410802	0.4853834028	0.4853834028
12	8500001	8600000	8550000.5	Oryza_barthii_pi.12.8500001.8600000.fasta	31431	627	138.189	142.664	-0.11559	0.423476	0.004396583	Oryza_glaberrima_pi.12.8500001.8600000.fasta	31280	592	130.333	132.166	-0.0505866	0.424463	0.004166656	0.0522967453	0.0522967453
12	8600001	8700000	8650000.5	Oryza_barthii_pi.12.8600001.8700000.fasta	40094	1144	271.462	260.299	0.158406	0.407205	0.006770639	Oryza_glaberrima_pi.12.8600001.8700000.fasta	37665	832	236.367	185.747	0.995643	0.40855	0.0062755078	0.0731291733	0.0731291733
12	8700001	8800000	8750000.5	Oryza_barthii_pi.12.8700001.8800000.fasta	44846	675	167.704	153.585	0.338917	0.391473	0.0037395531	Oryza_glaberrima_pi.12.8700001.8800000.fasta	42928	398	99.044	88.855	0.417197	0.395864	0.0023072121	0.383024658	0.383024658
12	8800001	8900000	8850000.5	Oryza_barthii_pi.12.8800001.8900000.fasta	77183	1175	229.595	267.352	-0.521697	0.408038	0.0029746835	Oryza_glaberrima_pi.12.8800001.8900000.fasta	77499	855	139.445	190.882	-0.984617	0.409197	0.0017993135	0.3951243846	0.3951243846
12	8900001	9000000	8950000.5	Oryza_barthii_pi.12.8900001.9000000.fasta	42595	664	146.966	151.083	-0.100452	0.398338	0.0034503111	Oryza_glaberrima_pi.12.8900001.9000000.fasta	42598	507	87.6129	113.19	-0.82353	0.400774	0.0020567374	0.4038979778	0.4038979778
12	9000001	9100000	9050000.5	Oryza_barthii_pi.12.9000001.9100000.fasta	51860	765	172.583	174.063	-0.0313702	0.41264	0.0033278635	Oryza_glaberrima_pi.12.9000001.9100000.fasta	52682	579	95.4792	129.264	-0.953286	0.41546	0.0018123686	0.4553957629	0.4553957629
12	9100001	9200000	9150000.5	Oryza_barthii_pi.12.9100001.9200000.fasta	61652	1414	442.85	321.733	1.39126	0.432815	0.0071830598	Oryza_glaberrima_pi.12.9100001.9200000.fasta	60276	1193	338.863	266.342	0.995958	0.433844	0.0056218561	0.2173452094	0.2173452094
12	9200001	9300000	9250000.5	Oryza_barthii_pi.12.9200001.9300000.fasta	90515	1603	303.207	364.737	-0.62362	0.38753	0.0033497984	Oryza_glaberrima_pi.12.9200001.9300000.fasta	90865	1291	312.219	288.221	0.304626	0.388308	0.0034360755	-0.0257559145	-0.0257559145
12	9300001	9400000	9350000.5	Oryza_barthii_pi.12.9300001.9400000.fasta	48705	845	205.889	192.266	0.261457	0.396407	0.0042272662	Oryza_glaberrima_pi.12.9300001.9400000.fasta	48831	802	230.052	179.05	1.04054	0.39728	0.0047111876	-0.1144762001	-0.1144762001
12	9400001	9500000	9450000.5	Oryza_barthii_pi.12.9400001.9500000.fasta	25069	343	81.6038	78.0442	0.167414	0.422904	0.0032551677	Oryza_glaberrima_pi.12.9400001.9500000.fasta	24383	256	63.335	57.153	0.391809	0.422559	0.0025975065	0.2020360641	0.2020360641
12	9500001	9600000	9550000.5	Oryza_barthii_pi.12.9500001.9600000.fasta	86383	1195	239.733	271.903	-0.437083	0.402744	0.0027752336	Oryza_glaberrima_pi.12.9500001.9600000.fasta	86671	1021	232.235	227.942	0.068855	0.403376	0.0026795006	0.0344954436	0.0344954436
12	9600001	9700000	9650000.5	Oryza_barthii_pi.12.9600001.9700000.fasta	45964	846	186.44	192.494	-0.116059	0.448607	0.0040562179	Oryza_glaberrima_pi.12.9600001.9700000.fasta	46825	730	192.309	162.975	0.657234	0.448029	0.0041069728	-0.0125128537	-0.0125128537
12	9700001	9800000	9750000.5	Oryza_barthii_pi.12.9700001.9800000.fasta	76412	1182	243.654	268.945	-0.347385	0.420128	0.0031886876	Oryza_glaberrima_pi.12.9700001.9800000.fasta	76970	1018	258.652	227.272	0.504796	0.4211	0.0033604261	-0.0538586775	-0.0538586775
12	9800001	9900000	9850000.5	Oryza_barthii_pi.12.9800001.9900000.fasta	67098	1235	287.804	281.004	0.0893931	0.417455	0.0042893082	Oryza_glaberrima_pi.12.9800001.9900000.fasta	67723	1104	303.497	246.472	0.846095	0.418815	0.0044814465	-0.0447947073	-0.0447947073
12	9900001	10000000	9950000.5	Oryza_barthii_pi.12.9900001.10000000.fasta	74899	855	268.601	194.542	1.40488	0.397194	0.0035861761	Oryza_glaberrima_pi.12.9900001.10000000.fasta	74957	938	268.425	209.412	1.03001	0.40588	0.0035810531	0.001428517	0.001428517
12	10000001	10100000	10050000.5	Oryza_barthii_pi.12.10000001.10100000.fasta	60624	859	225.552	195.452	0.568337	0.425758	0.0037205067	Oryza_glaberrima_pi.12.10000001.10100000.fasta	60202	796	201.775	177.71	0.494668	0.424776	0.0033516328	0.0991461434	0.0991461434
12	10100001	10200000	10150000.5	Oryza_barthii_pi.12.10100001.10200000.fasta	65690	1529	352.125	347.899	0.0448985	0.443083	0.0053604049	Oryza_glaberrima_pi.12.10100001.10200000.fasta	66022	1616	420.004	360.778	0.600884	0.4457	0.0063615764	-0.1867716198	-0.1867716198
12	10200001	10300000	10250000.5	Oryza_barthii_pi.12.10200001.10300000.fasta	71900	1144	293.793	260.299	0.475303	0.407198	0.0040861335	Oryza_glaberrima_pi.12.10200001.10300000.fasta	72094	1319	339.572	294.472	0.560357	0.407569	0.0047101284	-0.152710361	-0.152710361
12	10300001	10400000	10350000.5	Oryza_barthii_pi.12.10300001.10400000.fasta	60803	573	116.867	130.377	-0.38171	0.399567	0.0019220598	Oryza_glaberrima_pi.12.10300001.10400000.fasta	61459	534	116.331	119.218	-0.0882747	0.399858	0.0018928229	0.0152112384	0.0152112384
12	10400001	10500000	10450000.5	Oryza_barthii_pi.12.10400001.10500000.fasta	84296	727	120.489	165.417	-1.00169	0.410537	0.0014293561	Oryza_glaberrima_pi.12.10400001.10500000.fasta	84060	626	148.671	139.757	0.232742	0.410982	0.0017686296	-0.2373610585	-0.2373610585
12	10500001	10600000	10550000.5	Oryza_barthii_pi.12.10500001.10600000.fasta	40433	406	75.3699	92.3788	-0.676759	0.406521	0.001864069	Oryza_glaberrima_pi.12.10500001.10600000.fasta	40042	426	86.3069	95.1062	-0.33679	0.408402	0.0021554093	-0.1562926983	-0.1562926983
12	10600001	10700000	10650000.5	Oryza_barthii_pi.12.10600001.10700000.fasta	44756	775	190.584	176.339	0.298006	0.431904	0.0042582894	Oryza_glaberrima_pi.12.10600001.10700000.fasta	45810	747	202.911	166.771	0.791397	0.433117	0.0044294041	-0.0401838985	-0.0401838985
12	10700001	10800000	10750000.5	Oryza_barthii_pi.12.10700001.10800000.fasta	84595	981	136.503	223.211	-1.43422	0.423773	0.001613606	Oryza_glaberrima_pi.12.10700001.10800000.fasta	84395	790	139.676	176.371	-0.759975	0.424894	0.001655027	-0.025669805	-0.025669805
12	10800001	10900000	10850000.5	Oryza_barthii_pi.12.10800001.10900000.fasta	92236	1062	249.027	241.641	0.112887	0.411972	0.0026998894	Oryza_glaberrima_pi.12.10800001.10900000.fasta	92310	929	245.327	207.403	0.668323	0.413189	0.0026576427	0.0156475626	0.0156475626
